LINK_ID,terrain_shadow_ratio,terrain_shadow_max,building_shadow_ratio,building_shadow_mean_hours,building_shadow_max_hours,building_shadow_peak_ratio,combined_shadow_ratio,terrain_shadow_percent,building_shadow_percent,combined_shadow_percent
1840004600,0.080882353708148,0.1764705926179886,0.5630252100840336,4.785714285714286,7.5,1.0,0.5983687596035605,8.1,56.3,59.8
1840004601,0.0588235296308994,0.0588235296308994,0.4509803921568627,3.8333333333333335,4.0,1.0,0.4832756633267683,5.9,45.1,48.3
1840004700,0.0588235296308994,0.0588235296308994,0.0529411764705882,0.45,1.0,0.6,0.1086505192386753,5.9,5.3,10.9
1840004701,0.0588235296308994,0.0588235296308994,0.3725490196078431,3.1666666666666665,4.0,1.0,0.4094579009448781,5.9,37.3,40.9
1840004702,0.0588235296308994,0.0588235296308994,0.5816993464052288,4.944444444444445,7.5,0.7777777777777778,0.6063052672965854,5.9,58.2,60.6
1840004800,0.0588235296308994,0.0588235296308994,0.3071895424836601,2.611111111111111,5.0,0.5555555555555556,0.34794309895996955,5.9,30.7,34.8
1840004801,0.0588235296308994,0.0588235296308994,0.0,0.0,0.0,0.0,0.05882352963089943,5.9,0.0,5.9
1840004802,0.0588235296308994,0.0588235296308994,0.0176470588235294,0.15,1.0,0.2,0.07543252616682472,5.9,1.8,7.5
1840004901,0.0196078432102998,0.0588235296308994,0.4873949579831932,4.142857142857143,6.0,0.7857142857142857,0.4974460372758679,2.0,48.7,49.7
1840004904,0.0882352944463491,0.1176470592617988,0.4509803921568627,3.8333333333333335,4.0,1.0,0.4994232989117211,8.8,45.1,49.9
1840004905,0.0,0.0,0.5294117647058824,4.5,7.5,0.8888888888888888,0.5294117647058824,0.0,52.9,52.9
1840004906,0.0294117648154497,0.0588235296308994,0.4156862745098039,3.533333333333333,6.0,0.6666666666666666,0.43287197238236075,2.9,41.6,43.3
1840005001,0.0294117648154497,0.0588235296308994,0.3566176470588235,3.03125,5.5,0.6875,0.37554065750994003,2.9,35.7,37.6
1840005002,0.0352941177785396,0.0588235296308994,0.2624434389140271,2.230769230769231,3.0,0.9230769230769232,0.28847484704933013,3.5,26.2,28.8
1840005003,0.0,0.0,0.2156862745098039,1.8333333333333333,2.0,1.0,0.21568627450980393,0.0,21.6,21.6
1840005004,0.0588235296308994,0.0588235296308994,0.196078431372549,1.6666666666666667,2.0,1.0,0.24336793558562497,5.9,19.6,24.3
1840005005,0.0,0.0,0.284313725490196,2.4166666666666665,4.0,0.6666666666666666,0.28431372549019596,0.0,28.4,28.4
1840005102,0.0,0.0,0.0588235294117647,0.5,1.0,0.7777777777777778,0.05882352941176472,0.0,5.9,5.9
1840005103,0.0,0.0,0.169683257918552,1.4423076923076923,5.0,0.3846153846153846,0.169683257918552,0.0,17.0,17.0
1840005104,0.0,0.0,0.4941176470588235,4.2,5.0,1.0,0.49411764705882355,0.0,49.4,49.4
1840005105,0.0,0.0,0.1568627450980392,1.3333333333333333,2.5,0.5238095238095238,0.1568627450980392,0.0,15.7,15.7
1840005106,0.0,0.0,0.3167420814479638,2.6923076923076925,4.0,0.6923076923076923,0.3167420814479638,0.0,31.7,31.7
1840005107,0.0,0.0,0.0588235294117647,0.5,1.5,0.3333333333333333,0.05882352941176472,0.0,5.9,5.9
1840005108,0.0,0.0,0.4901960784313725,4.166666666666667,4.5,1.0,0.4901960784313725,0.0,49.0,49.0
1840005109,0.0,0.0,0.0588235294117647,0.5,0.5,1.0,0.05882352941176472,0.0,5.9,5.9
1840005112,0.0,0.0,0.5294117647058824,4.5,5.5,0.875,0.5294117647058824,0.0,52.9,52.9
1840005202,0.0,0.0,0.5555555555555556,4.722222222222222,8.0,1.0,0.5555555555555556,0.0,55.6,55.6
1840005203,0.0117647059261798,0.0588235296308994,0.5203619909502263,4.423076923076923,8.0,0.8846153846153846,0.5260047910777153,1.2,52.0,52.6
1840005204,0.0196078432102998,0.0588235296308994,0.5647058823529412,4.8,6.5,1.0,0.5732410611621306,2.0,56.5,57.3
1840005205,0.0147058824077248,0.0588235296308994,0.5802139037433155,4.931818181818182,7.5,0.8636363636363636,0.5863872287112641,1.5,58.0,58.6
