LINK_ID,ROAD_NAME,교량명
1860011003,호남고속도로지선,호남고속도로지선
1860057401,장대로,유성교
1860147600,-,용신교
1860147600,-,신일고가교
1860208000,도안대로,용계교
1860103900,은구비로,죽동교
1860496601,대덕대로,화암육교
1840065202,유등천동로,복수교
1860497701,구즉세종로,봉산동교
1860497701,구즉세종로,봉산북교
1850227700,대전남부순환고속도로,서대전IC1교
1840161800,대전남부순환고속도로,안영교
1840180200,대전천서로,삼천교
1850057505,가장로,유등천좌안1교
1840001804,대둔산로,안영교
1840015300,대전천서로,가오교
1860498701,구즉세종로,문평대교
1860208300,도안대로,용계교
1870196400,경부고속도로,석봉육교
1840056202,대전천서로,선화교
1830004500,대전로,대별3교
1870057502,산업단지로,상서2교
1870057502,산업단지로,상서1교
1870057502,산업단지로,
1860012806,대덕대로,덕진교
1870150304,천변도시고속도로,신대교
1850044601,도산로,도마교
1840010600,방아미로,무수1교
1840010600,방아미로,침산교
1850136700,한밭대로,갑천대교
1860497400,구즉세종로,문평대교
1860497400,구즉세종로,봉산동교
1860497400,구즉세종로,봉산교
1850038301,혜천로,버드내다리
1870205200,경부고속도로,
1870205200,경부고속도로,비래골길
1860088200,대학로,매봉교
1860630000,덕명동로,왕가교
1860187600,신촌1길,우산봉교
1850060401,용문로,유등천좌안1교
1870486200,대전천북로,한남대교
1870055301,천변도시고속도로,당산교
1860018900,한우물로,
1860604001,과학로,구성교
1840005203,계백로,서대전육교
1860004504,현충원로,덕명교
1860112701,유성대로,신성육교
1840192301,유등천동로,유등교
1850018513,괴곡길,정림대교
1830189500,경부고속도로,비룡JCT교
1870495800,대덕대로1284번길,신일고가교
1870151900,장동로228번길,장승교
1850019400,벌곡로,고릿골구름다리
1860333200,호남고속도로지선,학하1교
1850310203,용소로,용소3교
1870150303,천변도시고속도로,철도
1870150303,천변도시고속도로,신대교
1830477001,동서대로,현암교
1830489701,-,삼선교
1860113100,노은로,침신교
1860113100,노은로,하기1교
1860104000,은구비로,죽동교
1850207700,동서대로,도안호수교
1860374001,학하북로,화산제2교
1870358900,구즉세종로,문평대교
1830191500,통영대전고속도로,비룡JCT교
1830191500,통영대전고속도로,신상1교
1850067701,대덕대로,괴정육교
1860115900,노은로,하기1교
1870203303,경부고속도로,"읍내교, 연축교"
1850078200,대종로,용문교
1870501200,천변도시고속도로,한빛대교
1840010300,대둔산로,안영고가교
1840060500,-,없음
1830471900,대전로900번길,대동천1교
1850337100,계백로,
1870500301,갑천도시고속도로,원촌육교
1870205500,경부고속도로,
1850095900,갑천도시고속도로,계룡대교
1860128400,외삼로8번길,유성교
1860603900,과학로,구성교
1830474602,대종로,옥계교
1860071301,대학로75번길,유성2교
1830283900,동산초교로23번길,
1860010905,호남고속도로지선,탑립육교
1870504400,경부고속도로,상서2교
1860131501,유성대로,화암육교
1860026900,진잠옛로,학하2교
1860337300,대전남부순환고속도로,원내교
1840193300,대종로,중촌고가교
1860094300,대학로,매봉교
1870055302,천변도시고속도로,당산교
1870475800,신문로,대청대교
1870450900,한남로,한남대교
1830055903,세천공원로,세천2교
1860367000,학하로,화산제3교
1830182400,통영대전고속도로,대별1교
1830127800,대학로,용윤교
1830007609,옥천로,제2치수교
1830474301,산서로,대별교
1860335500,호남고속도로지선,학하천교
1840005103,계백로,서대전육교
1870070101,덕암북로,
1870496600,문평서로17번길,문평대교
1860010904,호남고속도로지선,호남고속도로지선
1860102200,은구비로,죽동교
1860497600,구즉세종로,봉산교
1870024700,천변도시고속도로,구만교
1870024700,천변도시고속도로,대화육교
1850321102,관저중로64번길,
1830027700,중앙로,동서교
1830489101,우암로147번길,삼선교
1870053105,아리랑로,
1840064502,대둔산로,복수교
1830056400,하상도로,대흥교
1860335200,호남고속도로지선,
1870198300,경부고속도로,신탄진IC교
1860126600,신성남로,탄동교
1850067901,갈마로,괴정육교
1870475500,대청로,대청대교
1840005204,계백로,서대전육교
1850236900,계룡로,계룡대교
1860332400,호남고속도로지선,대정육교
1840165700,대전남부순환고속도로,무수2교
1870013000,오정로,
1860007307,호남고속도로지선,탄동교
1850128300,한밭대로,한밭대교
1840052801,선화로,선화교
1870496200,대덕대로1277번길,문평대교
1870358901,구즉세종로,신일교
1870358901,구즉세종로,신일고가교
1850053400,동서대로,가장교
1860436901,테크노중앙로,미래북교
1830191700,경부고속도로,비룡JCT교
1830191700,경부고속도로,신상1교
1870482500,상서로,상서교
1860154200,불무로,불무교
1840018500,대전천서로,석교
1850097000,둔산남로,삼천교
1860178900,관평천변로,미래남교
1830180000,대전남부순환고속도로,산내JCT교
1830180000,대전남부순환고속도로,산내JCT2교
1860631500,호남고속도로지선,한천육교
1870495801,대덕대로1284번길,신일고가교
1860387000,죽동로,죽2교
1860380601,학하로,학하교
1870089002,평촌2길,
1860201901,유성대로,삭제
1850208103,도안동로,용소교
1840194101,계룡로,계룡육교
1830182800,통영대전고속도로,구도1교
1870153200,장동로278번길,정안교
1840056602,대전천서로,현암교
1860108200,은구비로,죽전교
1860604500,덕명동로,왕가교
1840181600,한남로,한남대교
1870088901,평촌2길,
1860012005,대덕대로,설목육교
1830026705,대청호수로,비룡교
1840027201,문화로,문화육교
1840196102,유등로,수침교
1850323301,-,정림대교
1860208500,도안대로,용계교
1840162701,대전남부순환고속도로,안영고가교
1830030802,우암로,
1850064201,대덕대로,괴정육교
1840162900,대전남부순환고속도로,안영IC교
1860340900,호남고속도로지선,유성천교
1870198100,경부고속도로,석봉육교
1830018503,대동천좌안3길,대신교
1830057804,이사로,
1830009902,옥천로,세천3교
1870057001,산업단지로,상서육교
1870491801,한밭대로,한밭대교
1870152800,장동로278번길,정안교
1870494200,천변도시고속도로,대화대교
1870494200,천변도시고속도로,대화대교(RAMP-B)
1840057100,동서대로,현암교
1840199904,대둔산로364번길,
